index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops,Additional_info,Price
3674,Star Air,2019-02-12,Indore,Kolkata,IND-DEL-NAG-HYD-KOL,23:11,00:14,1h 15min,3 stops,Red-eye flight,6798
3675,Star Air,2023-10-26,Indore,Cochin,IND-COC,03:49,14:33,12h 45min,non-stop,1 Long layover,4623
3676,Alliance Air,2022-12-17,Indore,Bangalore,IND-COC-DEL-BAN,00:53,22:32,1h 30min,2 stops,1 Long layover,10416
3677,Alliance Air,2019-03-02,Bangalore,Lucknow,BAN-PAT-VAR-JAI-LUC,15:54,08:25,7h 30min,3 stops,Business class available,12894
3678,Vistara,2019-05-04,Cochin,Guwahati,COC-BHU-GUW,21:37,17:51,6h 15min,1 stop,WiFi available,7711
3679,IndiGo,2020-02-22,Kolkata,Jaipur,KOL-MUM-JAI,19:16,01:24,10h 0min,1 stop,New aircraft,5066
3680,Star Air,2021-03-17,Bhubaneswar,Indore,BHU-MUM-IND,04:39,15:56,2h 0min,1 stop,Extra baggage allowed,8192
3681,Vistara,2025-02-14,Cochin,Goa,COC-SUR-GOA,01:29,07:29,12h 0min,1 stop,No info,10698
3682,TruJet,2025-05-08,Bangalore,Surat,BAN-PAT-SUR,16:56,03:32,7h 0min,1 stop,In-flight meal not included,4988
3683,Star Air,2023-05-08,Kolkata,Guwahati,KOL-PAT-GUW,03:28,01:37,8h 45min,1 stop,1 Long layover,4893
3684,Air India,2023-08-04,Guwahati,Varanasi,GUW-VAR,12:29,04:01,15h 30min,non-stop,Limited seats,3442
3685,GoAir,2022-08-01,Jaipur,Varanasi,JAI-DEL-VAR,17:23,03:21,13h 45min,1 stop,WiFi available,11233
3686,IndiGo,2021-07-09,Jaipur,Bhubaneswar,JAI-KOL-PAT-BAN-BHU,20:28,11:21,7h 0min,3 stops,Limited seats,13559
3687,IndiGo,2020-08-09,Indore,Cochin,IND-BAN-BHU-COC,00:33,13:31,1h 45min,2 stops,Limited seats,15041
3688,GoAir,2019-12-07,Indore,Bhubaneswar,IND-PUN-DEL-RAI-BHU,15:02,12:07,8h 30min,3 stops,1 Long layover,16145
3689,Alliance Air,2023-09-21,Mumbai,Pune,MUM-RAI-CHE-LUC-PUN,13:20,00:04,4h 15min,3 stops,1 Long layover,14939
3690,Akasa Air,2021-03-20,Mumbai,Varanasi,MUM-VAR,02:00,18:47,11h 30min,non-stop,No info,4627
3691,TruJet,2023-10-12,Raipur,Guwahati,RAI-MUM-GUW,10:35,18:14,1h 0min,1 stop,New aircraft,12615
3692,Akasa Air,2025-12-16,Varanasi,Patna,VAR-JAI-GOA-PAT,23:17,10:37,7h 45min,2 stops,1 Long layover,10312
3693,Star Air,2022-10-15,Goa,Kolkata,GOA-KOL,03:57,18:21,15h 15min,non-stop,New aircraft,5953
3694,AirAsia India,2025-01-09,Kolkata,Bhubaneswar,KOL-BAN-GUW-BHU,15:45,19:56,1h 0min,2 stops,1 Long layover,8425
3695,Air India,2024-04-04,Mumbai,Kolkata,MUM-LUC-IND-BHU-KOL,12:14,13:20,15h 15min,3 stops,Business class available,7082
3696,Star Air,2020-10-14,Varanasi,Patna,VAR-NAG-PAT,07:30,17:39,14h 45min,1 stop,Red-eye flight,11214
3697,AirAsia India,2024-02-10,Lucknow,Ahmedabad,LUC-AHM,11:19,23:10,8h 45min,non-stop,No info,4385
3698,Vistara,2020-12-02,Hyderabad,Nagpur,HYD-MUM-KOL-RAI-NAG,19:22,17:15,3h 0min,3 stops,New aircraft,12774
3699,Air India,2021-12-14,Bangalore,Chennai,BAN-BHU-PUN-GUW-CHE,08:31,19:25,3h 45min,3 stops,Extra baggage allowed,9464
3700,Akasa Air,2020-10-16,Indore,Bhubaneswar,IND-SUR-BHU,10:34,00:32,6h 15min,1 stop,Extra baggage allowed,11567
3701,TruJet,2020-11-16,Raipur,Hyderabad,RAI-NAG-VAR-HYD,11:16,05:02,6h 0min,2 stops,1 Long layover,11451
3702,TruJet,2025-05-05,Pune,Nagpur,PUN-CHE-GOA-DEL-NAG,15:16,08:59,13h 0min,3 stops,Business class available,7551
3703,IndiGo,2023-05-09,Surat,Goa,SUR-NAG-GOA,21:20,22:00,12h 45min,1 stop,Limited seats,9128
3704,Air India,2024-08-12,Pune,Cochin,PUN-COC,16:13,20:35,10h 15min,non-stop,No info,2665
3705,Star Air,2019-05-05,Pune,Mumbai,PUN-MUM,22:11,22:46,5h 0min,non-stop,Extra baggage allowed,2596
3706,Star Air,2020-05-20,Ahmedabad,Bhubaneswar,AHM-BHU,14:38,20:40,6h 0min,non-stop,Business class available,8651
3707,TruJet,2019-11-03,Nagpur,Hyderabad,NAG-HYD,17:16,17:37,15h 0min,non-stop,1 Long layover,5048
3708,Air India,2024-09-03,Goa,Cochin,GOA-BAN-AHM-COC,19:12,04:11,13h 45min,2 stops,Business class available,11471
3709,AirAsia India,2024-10-27,Bhubaneswar,Jaipur,BHU-LUC-NAG-IND-JAI,00:51,14:26,4h 45min,3 stops,Red-eye flight,11993
3710,Alliance Air,2020-09-27,Nagpur,Ahmedabad,NAG-IND-AHM,06:43,20:13,10h 30min,1 stop,New aircraft,11745
3711,Star Air,2019-04-03,Ahmedabad,Bangalore,AHM-JAI-PAT-BAN,20:46,16:54,13h 15min,2 stops,Extra baggage allowed,5749
3712,TruJet,2020-10-18,Indore,Bhubaneswar,IND-COC-HYD-CHE-BHU,02:58,15:20,11h 45min,3 stops,Business class available,11925
3713,GoAir,2020-09-28,Raipur,Guwahati,RAI-GUW,20:55,22:39,3h 45min,non-stop,Extra baggage allowed,5282
3714,Alliance Air,2020-09-01,Pune,Indore,PUN-COC-AHM-IND,15:24,00:48,11h 45min,2 stops,1 Long layover,7954
3715,GoAir,2022-02-21,Surat,Chennai,SUR-COC-HYD-BHU-CHE,05:41,12:48,10h 45min,3 stops,Red-eye flight,13971
3716,Vistara,2023-09-14,Hyderabad,Delhi,HYD-NAG-IND-MUM-DEL,06:35,12:33,11h 15min,3 stops,New aircraft,11703
3717,IndiGo,2023-04-13,Surat,Lucknow,SUR-KOL-BHU-BAN-LUC,13:12,03:05,1h 15min,3 stops,Red-eye flight,7245
3718,SpiceJet,2023-02-18,Bhubaneswar,Nagpur,BHU-KOL-LUC-IND-NAG,11:55,04:31,10h 30min,3 stops,In-flight meal not included,12638
3719,SpiceJet,2022-01-17,Ahmedabad,Pune,AHM-HYD-GOA-PUN,07:38,12:06,11h 0min,2 stops,1 Long layover,7747
3720,GoAir,2022-10-06,Patna,Hyderabad,PAT-LUC-HYD,17:43,19:10,7h 45min,1 stop,New aircraft,5609
3721,TruJet,2019-10-16,Jaipur,Ahmedabad,JAI-KOL-COC-AHM,07:11,17:00,5h 15min,2 stops,New aircraft,6352
3722,SpiceJet,2021-09-23,Delhi,Nagpur,DEL-AHM-NAG,13:11,14:24,5h 15min,1 stop,Limited seats,12017
3723,TruJet,2020-05-26,Bangalore,Raipur,BAN-NAG-RAI,09:53,01:32,2h 0min,1 stop,Business class available,8426
3724,Star Air,2019-09-21,Jaipur,Patna,JAI-CHE-PAT,22:24,04:13,3h 45min,1 stop,1 Long layover,10623
3725,AirAsia India,2024-03-01,Lucknow,Jaipur,LUC-VAR-JAI,13:30,10:53,11h 0min,1 stop,Extra baggage allowed,8924
3726,Akasa Air,2025-10-26,Surat,Hyderabad,SUR-DEL-PUN-JAI-HYD,08:31,19:03,4h 45min,3 stops,Limited seats,11090
3727,TruJet,2025-02-21,Surat,Lucknow,SUR-BHU-PAT-LUC,16:28,07:59,4h 45min,2 stops,Business class available,13518
3728,IndiGo,2024-03-27,Cochin,Indore,COC-IND,05:14,06:36,8h 30min,non-stop,In-flight meal not included,8613
3729,TruJet,2019-03-08,Kolkata,Surat,KOL-SUR,20:23,00:22,8h 0min,non-stop,WiFi available,7183
3730,Akasa Air,2024-11-05,Surat,Hyderabad,SUR-BAN-GUW-HYD,04:49,16:28,14h 0min,2 stops,No info,10410
3731,GoAir,2020-10-13,Jaipur,Chennai,JAI-HYD-NAG-SUR-CHE,15:49,16:52,2h 0min,3 stops,New aircraft,13094
3732,SpiceJet,2022-01-16,Mumbai,Kolkata,MUM-KOL,02:44,10:24,3h 30min,non-stop,Extra baggage allowed,9682
3733,Akasa Air,2024-03-19,Delhi,Chennai,DEL-CHE,09:26,19:55,5h 15min,non-stop,Business class available,7102
3734,AirAsia India,2024-01-26,Patna,Jaipur,PAT-JAI,22:00,01:58,11h 30min,non-stop,Extra baggage allowed,4347
3735,IndiGo,2024-06-11,Goa,Delhi,GOA-SUR-DEL,16:05,17:47,12h 30min,1 stop,Extra baggage allowed,11434
3736,IndiGo,2022-07-04,Varanasi,Indore,VAR-IND,03:58,13:09,5h 45min,non-stop,1 Long layover,11567
3737,TruJet,2022-01-22,Kolkata,Varanasi,KOL-MUM-GUW-LUC-VAR,12:42,15:04,14h 30min,3 stops,Red-eye flight,17167
3738,TruJet,2023-09-20,Indore,Goa,IND-BAN-GOA,06:57,08:09,12h 15min,1 stop,New aircraft,10773
3739,TruJet,2024-08-15,Chennai,Ahmedabad,CHE-AHM,16:48,11:46,4h 45min,non-stop,Extra baggage allowed,10050
3740,Alliance Air,2022-07-08,Goa,Kolkata,GOA-JAI-GUW-KOL,21:29,05:50,7h 15min,2 stops,In-flight meal not included,7808
3741,Akasa Air,2019-12-04,Cochin,Surat,COC-GUW-NAG-RAI-SUR,16:02,19:25,5h 45min,3 stops,Business class available,10223
3742,Air India,2021-05-10,Chennai,Jaipur,CHE-PAT-AHM-BHU-JAI,17:38,21:39,1h 15min,3 stops,Limited seats,11628
3743,Vistara,2019-08-24,Kolkata,Raipur,KOL-GOA-AHM-RAI,03:07,00:34,9h 0min,2 stops,New aircraft,6513
3744,Akasa Air,2020-04-17,Kolkata,Mumbai,KOL-PUN-MUM,12:43,10:26,1h 30min,1 stop,Extra baggage allowed,8429
3745,TruJet,2023-11-02,Hyderabad,Chennai,HYD-CHE,02:20,19:29,13h 45min,non-stop,Limited seats,8384
3746,Vistara,2023-10-01,Nagpur,Hyderabad,NAG-PUN-HYD,10:10,16:48,6h 45min,1 stop,Business class available,6195
3747,IndiGo,2019-01-23,Bhubaneswar,Chennai,BHU-IND-JAI-CHE,17:14,15:23,10h 45min,2 stops,Limited seats,9727
3748,SpiceJet,2023-07-18,Goa,Delhi,GOA-CHE-PUN-BHU-DEL,16:24,18:50,10h 15min,3 stops,Extra baggage allowed,14628
3749,Star Air,2020-11-27,Bhubaneswar,Pune,BHU-PUN,20:20,06:16,7h 0min,non-stop,No info,10824
3750,Akasa Air,2025-12-05,Pune,Jaipur,PUN-IND-SUR-JAI,09:37,15:35,2h 15min,2 stops,WiFi available,9650
3751,Vistara,2023-12-11,Kolkata,Mumbai,KOL-VAR-NAG-GUW-MUM,22:56,15:56,13h 45min,3 stops,In-flight meal not included,16223
3752,Vistara,2023-10-02,Chennai,Hyderabad,CHE-HYD,07:30,02:00,15h 30min,non-stop,In-flight meal not included,2865
3753,AirAsia India,2020-05-22,Patna,Varanasi,PAT-IND-VAR,02:37,04:18,15h 30min,1 stop,Limited seats,8145
3754,IndiGo,2022-08-13,Ahmedabad,Varanasi,AHM-MUM-VAR,21:40,22:59,15h 30min,1 stop,New aircraft,11050
3755,IndiGo,2019-05-07,Jaipur,Lucknow,JAI-VAR-LUC,07:45,06:15,12h 15min,1 stop,Limited seats,10889
3756,GoAir,2021-04-08,Mumbai,Nagpur,MUM-RAI-PUN-NAG,13:47,06:50,12h 0min,2 stops,New aircraft,8112
3757,Alliance Air,2019-12-18,Pune,Lucknow,PUN-MUM-LUC,23:50,16:38,9h 45min,1 stop,Business class available,13215
3758,IndiGo,2023-01-04,Delhi,Surat,DEL-PAT-SUR,07:27,00:18,3h 30min,1 stop,Business class available,8883
3759,Air India,2019-10-08,Indore,Kolkata,IND-CHE-AHM-KOL,22:03,14:47,11h 45min,2 stops,Red-eye flight,8393
3760,Akasa Air,2024-06-25,Mumbai,Indore,MUM-BAN-BHU-IND,07:22,08:24,8h 15min,2 stops,New aircraft,5805
3761,Alliance Air,2025-07-02,Pune,Mumbai,PUN-KOL-COC-RAI-MUM,07:21,21:16,11h 15min,3 stops,WiFi available,14049
3762,Star Air,2022-09-08,Patna,Chennai,PAT-CHE,21:42,18:19,9h 15min,non-stop,Extra baggage allowed,8792
3763,Vistara,2024-03-11,Guwahati,Raipur,GUW-DEL-KOL-RAI,19:45,17:39,11h 30min,2 stops,1 Long layover,7719
3764,TruJet,2020-09-05,Lucknow,Ahmedabad,LUC-NAG-GUW-AHM,13:25,02:16,12h 30min,2 stops,WiFi available,14058
3765,Star Air,2021-10-11,Delhi,Hyderabad,DEL-VAR-BAN-RAI-HYD,22:23,23:48,3h 0min,3 stops,Limited seats,10398
3766,Alliance Air,2024-06-02,Bangalore,Guwahati,BAN-PAT-GUW,21:44,16:39,6h 0min,1 stop,Limited seats,9106
3767,IndiGo,2024-01-19,Kolkata,Jaipur,KOL-RAI-DEL-BHU-JAI,19:19,01:36,1h 15min,3 stops,WiFi available,16664
3768,AirAsia India,2022-12-20,Kolkata,Chennai,KOL-CHE,20:07,18:20,5h 15min,non-stop,No info,5502
3769,TruJet,2024-02-17,Hyderabad,Goa,HYD-GUW-NAG-GOA,01:35,07:58,12h 45min,2 stops,Red-eye flight,6504
3770,Alliance Air,2020-02-26,Guwahati,Hyderabad,GUW-AHM-RAI-LUC-HYD,00:28,16:39,1h 0min,3 stops,In-flight meal not included,10313
3771,Akasa Air,2024-10-03,Kolkata,Raipur,KOL-CHE-BAN-DEL-RAI,16:59,02:59,10h 30min,3 stops,1 Long layover,11501
3772,SpiceJet,2021-09-19,Bangalore,Patna,BAN-PAT,10:31,18:34,4h 0min,non-stop,WiFi available,3860
3773,GoAir,2023-01-25,Bhubaneswar,Ahmedabad,BHU-AHM,18:36,23:45,13h 30min,non-stop,Limited seats,2878
3774,Star Air,2020-01-19,Delhi,Chennai,DEL-RAI-JAI-BHU-CHE,06:21,13:45,13h 30min,3 stops,No info,14581
3775,Star Air,2025-02-11,Ahmedabad,Hyderabad,AHM-HYD,14:02,07:48,6h 0min,non-stop,Extra baggage allowed,8633
3776,Vistara,2021-10-07,Guwahati,Ahmedabad,GUW-AHM,19:29,21:08,9h 0min,non-stop,Limited seats,7263
3777,TruJet,2025-01-16,Pune,Cochin,PUN-DEL-COC,23:19,05:06,13h 15min,1 stop,WiFi available,9850
3778,AirAsia India,2019-12-19,Pune,Mumbai,PUN-NAG-MUM,10:39,23:12,5h 15min,1 stop,Limited seats,6911
3779,Akasa Air,2024-01-15,Indore,Raipur,IND-GUW-DEL-RAI,05:51,18:37,4h 30min,2 stops,In-flight meal not included,13849
3780,IndiGo,2021-09-23,Raipur,Pune,RAI-PUN,14:29,07:15,9h 15min,non-stop,No info,3952
3781,TruJet,2019-09-10,Raipur,Pune,RAI-PUN,13:45,15:20,15h 15min,non-stop,Red-eye flight,8339
3782,SpiceJet,2023-01-06,Raipur,Patna,RAI-AHM-PAT,09:45,05:02,5h 0min,1 stop,Business class available,11176
3783,GoAir,2024-06-26,Lucknow,Jaipur,LUC-KOL-JAI,17:45,12:01,2h 0min,1 stop,New aircraft,6752
3784,Star Air,2022-10-18,Patna,Jaipur,PAT-JAI,04:46,09:18,15h 0min,non-stop,Extra baggage allowed,3519
3785,Akasa Air,2021-07-11,Mumbai,Ahmedabad,MUM-GOA-RAI-CHE-AHM,06:21,01:31,14h 30min,3 stops,No info,17637
3786,IndiGo,2021-02-13,Indore,Lucknow,IND-LUC,00:02,18:55,13h 45min,non-stop,In-flight meal not included,10610
3787,Air India,2023-06-13,Jaipur,Bangalore,JAI-BHU-NAG-PUN-BAN,07:33,14:00,15h 0min,3 stops,Extra baggage allowed,8699
3788,GoAir,2024-02-23,Raipur,Indore,RAI-NAG-DEL-JAI-IND,16:35,22:44,6h 30min,3 stops,New aircraft,11997
3789,IndiGo,2021-07-03,Bangalore,Lucknow,BAN-NAG-BHU-LUC,12:01,03:03,1h 0min,2 stops,In-flight meal not included,11706
3790,Star Air,2024-06-07,Patna,Bangalore,PAT-GUW-BHU-BAN,05:28,15:17,9h 15min,2 stops,Business class available,10345
3791,Star Air,2022-11-07,Patna,Hyderabad,PAT-LUC-GOA-BAN-HYD,23:30,14:36,9h 45min,3 stops,In-flight meal not included,11053
3792,Air India,2020-01-25,Delhi,Nagpur,DEL-BAN-MUM-NAG,20:35,06:12,4h 15min,2 stops,New aircraft,8644
3793,IndiGo,2025-05-28,Ahmedabad,Delhi,AHM-NAG-DEL,06:47,12:11,6h 0min,1 stop,Extra baggage allowed,5225
3794,Air India,2024-11-22,Nagpur,Kolkata,NAG-DEL-JAI-IND-KOL,10:29,13:15,10h 15min,3 stops,Extra baggage allowed,14565
3795,Akasa Air,2025-08-26,Nagpur,Hyderabad,NAG-HYD,16:45,03:11,9h 15min,non-stop,WiFi available,11777
3796,GoAir,2020-04-26,Bhubaneswar,Ahmedabad,BHU-AHM,12:27,13:41,15h 45min,non-stop,In-flight meal not included,9105
3797,Vistara,2023-09-01,Bhubaneswar,Chennai,BHU-PAT-VAR-BAN-CHE,19:40,20:00,3h 15min,3 stops,In-flight meal not included,5733
3798,Vistara,2025-03-19,Indore,Chennai,IND-PUN-BAN-DEL-CHE,05:25,09:37,15h 15min,3 stops,New aircraft,11180
3799,GoAir,2022-11-25,Raipur,Mumbai,RAI-BAN-COC-SUR-MUM,00:56,03:32,14h 15min,3 stops,1 Long layover,10977
3800,SpiceJet,2019-12-02,Surat,Indore,SUR-IND,06:50,22:19,14h 15min,non-stop,Business class available,8703
3801,Alliance Air,2022-09-09,Raipur,Pune,RAI-NAG-SUR-PUN,01:26,04:23,10h 0min,2 stops,1 Long layover,8880
3802,Star Air,2023-05-21,Guwahati,Surat,GUW-KOL-SUR,00:55,17:38,10h 0min,1 stop,New aircraft,11100
3803,GoAir,2019-06-07,Ahmedabad,Bhubaneswar,AHM-CHE-DEL-BAN-BHU,06:40,14:46,6h 30min,3 stops,1 Long layover,12841
3804,SpiceJet,2019-01-03,Varanasi,Delhi,VAR-CHE-DEL,12:44,10:48,2h 30min,1 stop,Limited seats,11698
3805,GoAir,2021-07-19,Indore,Delhi,IND-COC-MUM-DEL,13:08,01:40,13h 15min,2 stops,Red-eye flight,12098
3806,SpiceJet,2020-11-21,Lucknow,Mumbai,LUC-MUM,01:31,04:52,5h 45min,non-stop,WiFi available,5857
3807,Air India,2025-12-21,Cochin,Patna,COC-PAT,15:16,20:07,6h 30min,non-stop,New aircraft,3683
3808,Alliance Air,2022-09-07,Bhubaneswar,Patna,BHU-CHE-LUC-COC-PAT,01:19,08:14,7h 45min,3 stops,New aircraft,7391
3809,AirAsia India,2023-01-03,Delhi,Surat,DEL-CHE-COC-PUN-SUR,15:43,21:38,3h 45min,3 stops,Red-eye flight,9564
3810,Akasa Air,2021-10-16,Indore,Kolkata,IND-KOL,23:56,12:18,9h 45min,non-stop,Red-eye flight,3062
3811,Vistara,2025-02-05,Guwahati,Ahmedabad,GUW-AHM,17:45,10:36,15h 45min,non-stop,1 Long layover,3768
3812,IndiGo,2022-11-27,Hyderabad,Bangalore,HYD-PUN-VAR-CHE-BAN,22:24,14:46,14h 0min,3 stops,Red-eye flight,8875
3813,IndiGo,2020-05-18,Guwahati,Nagpur,GUW-RAI-LUC-NAG,18:17,08:37,12h 45min,2 stops,Limited seats,13933
3814,SpiceJet,2025-10-15,Raipur,Goa,RAI-GUW-PAT-JAI-GOA,22:33,14:29,2h 0min,3 stops,New aircraft,7328
3815,Alliance Air,2022-12-18,Surat,Raipur,SUR-PAT-RAI,21:43,16:15,8h 0min,1 stop,1 Long layover,11347
3816,TruJet,2021-08-06,Bangalore,Nagpur,BAN-KOL-SUR-NAG,10:17,02:28,14h 45min,2 stops,Red-eye flight,6615
3817,Akasa Air,2025-09-01,Nagpur,Raipur,NAG-VAR-BHU-RAI,03:50,11:23,11h 45min,2 stops,Business class available,8616
3818,Akasa Air,2021-11-19,Indore,Lucknow,IND-DEL-AHM-LUC,19:09,22:18,4h 30min,2 stops,Red-eye flight,8758
3819,AirAsia India,2022-09-22,Hyderabad,Mumbai,HYD-VAR-GUW-MUM,21:25,00:13,5h 45min,2 stops,Red-eye flight,12716
3820,Star Air,2022-01-27,Delhi,Goa,DEL-GOA,11:14,07:40,4h 45min,non-stop,WiFi available,8371
3821,Vistara,2020-08-02,Jaipur,Kolkata,JAI-GUW-KOL,09:40,21:35,8h 15min,1 stop,Business class available,12394
3822,Alliance Air,2021-09-05,Bangalore,Kolkata,BAN-IND-GUW-SUR-KOL,04:05,13:34,1h 30min,3 stops,In-flight meal not included,15231
3823,Alliance Air,2021-09-21,Goa,Nagpur,GOA-NAG,22:17,04:17,5h 15min,non-stop,Extra baggage allowed,5417
3824,Vistara,2023-12-28,Kolkata,Lucknow,KOL-HYD-BHU-LUC,11:26,20:10,8h 30min,2 stops,New aircraft,5340
3825,TruJet,2022-02-01,Pune,Goa,PUN-GOA,17:52,06:40,2h 30min,non-stop,Extra baggage allowed,6964
3826,AirAsia India,2020-05-01,Chennai,Bhubaneswar,CHE-BHU,02:02,03:09,7h 15min,non-stop,1 Long layover,10699
3827,TruJet,2025-12-21,Indore,Jaipur,IND-GUW-COC-SUR-JAI,00:16,21:28,12h 0min,3 stops,No info,13492
3828,Akasa Air,2020-05-03,Kolkata,Indore,KOL-IND,21:22,00:34,10h 15min,non-stop,Red-eye flight,8880
3829,Akasa Air,2024-06-24,Patna,Bhubaneswar,PAT-BHU,11:26,05:50,11h 30min,non-stop,No info,6114
3830,GoAir,2019-01-11,Goa,Jaipur,GOA-KOL-HYD-JAI,03:18,21:21,11h 30min,2 stops,1 Long layover,12546
3831,GoAir,2019-10-27,Pune,Raipur,PUN-BAN-RAI,12:15,20:51,4h 0min,1 stop,Limited seats,11155
3832,AirAsia India,2022-12-28,Surat,Cochin,SUR-PUN-PAT-HYD-COC,13:46,03:03,2h 45min,3 stops,Red-eye flight,8233
3833,Star Air,2022-04-05,Surat,Bhubaneswar,SUR-NAG-AHM-CHE-BHU,16:22,06:57,9h 30min,3 stops,In-flight meal not included,14418
3834,Akasa Air,2025-06-05,Raipur,Mumbai,RAI-PAT-VAR-GUW-MUM,07:51,17:47,6h 0min,3 stops,In-flight meal not included,16087
3835,IndiGo,2021-11-04,Nagpur,Guwahati,NAG-GUW,07:45,13:37,10h 0min,non-stop,Business class available,9176
3836,SpiceJet,2025-02-18,Hyderabad,Bhubaneswar,HYD-BHU,01:17,15:02,11h 45min,non-stop,Business class available,7615
3837,Vistara,2021-04-23,Varanasi,Delhi,VAR-KOL-GOA-DEL,02:40,02:54,15h 15min,2 stops,WiFi available,6842
3838,Akasa Air,2021-01-11,Raipur,Indore,RAI-HYD-IND,04:01,22:43,4h 0min,1 stop,Red-eye flight,6264
3839,Star Air,2022-07-15,Bangalore,Patna,BAN-AHM-NAG-PAT,12:12,19:11,1h 45min,2 stops,New aircraft,12982
3840,Alliance Air,2021-01-13,Pune,Mumbai,PUN-NAG-MUM,07:00,16:56,1h 0min,1 stop,Red-eye flight,12000
3841,Star Air,2021-09-11,Chennai,Cochin,CHE-COC,21:00,15:26,8h 45min,non-stop,Limited seats,11959
3842,TruJet,2019-06-14,Bangalore,Guwahati,BAN-GUW,17:32,04:40,15h 0min,non-stop,1 Long layover,4520
3843,TruJet,2021-06-21,Lucknow,Delhi,LUC-GOA-NAG-DEL,04:42,08:49,2h 15min,2 stops,New aircraft,6117
3844,IndiGo,2019-10-18,Jaipur,Varanasi,JAI-LUC-VAR,17:28,07:38,12h 45min,1 stop,Red-eye flight,5585
3845,GoAir,2020-07-12,Jaipur,Bhubaneswar,JAI-PUN-BHU,21:07,11:03,1h 30min,1 stop,Limited seats,12845
3846,IndiGo,2020-01-09,Surat,Indore,SUR-PAT-HYD-IND,00:20,11:23,5h 30min,2 stops,No info,12415
3847,SpiceJet,2023-08-05,Goa,Ahmedabad,GOA-JAI-PUN-AHM,03:30,20:28,7h 15min,2 stops,Extra baggage allowed,11960
3848,SpiceJet,2022-07-26,Ahmedabad,Bhubaneswar,AHM-LUC-CHE-JAI-BHU,04:04,22:17,4h 45min,3 stops,Extra baggage allowed,10916
3849,Alliance Air,2023-12-16,Chennai,Patna,CHE-IND-BHU-LUC-PAT,05:17,08:18,15h 0min,3 stops,In-flight meal not included,11766
3850,Alliance Air,2025-05-13,Delhi,Kolkata,DEL-KOL,20:28,17:17,5h 15min,non-stop,Business class available,5305
3851,Star Air,2020-06-13,Ahmedabad,Bangalore,AHM-CHE-NAG-BAN,22:42,20:46,9h 0min,2 stops,New aircraft,9174
3852,Star Air,2025-04-13,Delhi,Mumbai,DEL-MUM,18:59,06:34,5h 15min,non-stop,No info,10402
3853,GoAir,2024-04-12,Lucknow,Chennai,LUC-HYD-DEL-KOL-CHE,17:02,03:13,8h 0min,3 stops,Extra baggage allowed,6642
3854,GoAir,2024-10-27,Goa,Bangalore,GOA-DEL-MUM-NAG-BAN,19:36,15:14,9h 0min,3 stops,New aircraft,16025
3855,GoAir,2020-08-16,Lucknow,Varanasi,LUC-PUN-BAN-HYD-VAR,10:57,16:49,14h 15min,3 stops,Extra baggage allowed,10314
3856,AirAsia India,2023-10-06,Guwahati,Ahmedabad,GUW-RAI-PAT-AHM,03:10,06:01,14h 0min,2 stops,Extra baggage allowed,13570
3857,Alliance Air,2024-11-07,Varanasi,Chennai,VAR-IND-CHE,01:48,19:05,6h 0min,1 stop,Extra baggage allowed,8728
3858,Air India,2024-09-03,Bangalore,Surat,BAN-SUR,03:37,13:50,8h 0min,non-stop,In-flight meal not included,3004
3859,Star Air,2023-02-13,Ahmedabad,Lucknow,AHM-RAI-GUW-LUC,20:49,10:53,3h 15min,2 stops,WiFi available,13478
3860,Air India,2020-07-22,Lucknow,Chennai,LUC-AHM-VAR-CHE,03:29,00:21,15h 0min,2 stops,New aircraft,15057
3861,AirAsia India,2025-07-24,Cochin,Raipur,COC-GOA-BHU-RAI,22:04,06:17,13h 45min,2 stops,No info,12778
3862,Star Air,2022-09-27,Ahmedabad,Patna,AHM-LUC-PUN-GUW-PAT,17:51,05:44,12h 15min,3 stops,Business class available,12416
3863,Alliance Air,2022-11-27,Guwahati,Raipur,GUW-CHE-IND-VAR-RAI,15:23,15:43,15h 15min,3 stops,WiFi available,13279
3864,Air India,2019-03-10,Goa,Lucknow,GOA-PAT-LUC,11:24,05:15,13h 0min,1 stop,In-flight meal not included,6329
3865,Alliance Air,2020-12-20,Patna,Indore,PAT-KOL-MUM-IND,13:41,16:32,14h 30min,2 stops,1 Long layover,7064
3866,Akasa Air,2020-11-09,Pune,Bhubaneswar,PUN-VAR-RAI-PAT-BHU,12:00,06:49,7h 0min,3 stops,Red-eye flight,8814
3867,GoAir,2021-02-23,Jaipur,Guwahati,JAI-LUC-GUW,05:58,07:16,1h 30min,1 stop,WiFi available,3180
3868,Vistara,2024-01-01,Guwahati,Lucknow,GUW-BAN-HYD-IND-LUC,19:12,04:03,9h 15min,3 stops,New aircraft,11606
3869,SpiceJet,2022-12-05,Raipur,Chennai,RAI-NAG-CHE,18:34,06:45,9h 30min,1 stop,Extra baggage allowed,8371
3870,TruJet,2021-10-04,Goa,Ahmedabad,GOA-SUR-PAT-NAG-AHM,19:26,19:00,11h 15min,3 stops,Red-eye flight,13344
3871,SpiceJet,2020-11-18,Delhi,Surat,DEL-GUW-IND-SUR,16:49,10:25,8h 15min,2 stops,Red-eye flight,8216
3872,Vistara,2022-10-06,Raipur,Kolkata,RAI-JAI-IND-GUW-KOL,00:44,09:55,10h 0min,3 stops,Limited seats,9738
